text	label
n't waste money : toy wa difficult put together , put back together time son play . set always falling apart . elevator broke first day . friend bought son well , frustrated . would recommend buying unless hour spare re-assembly keeping part contiunally fall . [ ... ]	0
child play ! : item meant child play ! strange , since ha action figure super hero ! honestly , child doe set shelf , 'll soon hearing scream frustration . elevator wo n't work ! ( completely stopped working 2 day ) ; gun top keep falling ! ; whole thing fall apart . , item collector think mattel knew . figured opened work offset one would remain mib nrfb collectors.this item like mattel hot wheel junkie set . another sore point parent . hot wheel car fine , set mattel make never work promised . instruction little writing ? ? ! drawing impossible figure . mattel case , word worth thousand illustration !	0
garbage ! : 5 year old son received birthday present , headed right back store . leg stay , fall touched , without leg , missing door , elevator get repeatedly stuck . much son love idea toy , ha given resigned playing toy one garbage , pure waste money .	0
frustrating piece junk - recommend ! : bought xmas 2004 clever marketing hype . rocketship theme looked cool rugged picture . however , son got - turned nothing frustrating , unplayable toy . fall constantly poor design : leg ca n't support weight whole rocket touching ) , elevator ' work ( get jammed way ) n't even come character figure -these sold separately ! may glue part together could play time dump it.do recommend !	0
durable : toy wa pain put together , even worse stay together . elevator wo n't work , forcefully put piece together . people reviewed toy , complaint , bought anyway , nephew really wanted . 'm glad paid $ 15.00 , worth . piece came , nephew even got chance play .	0
nice showpiece fall apart slightest touch ! : colossal disappointment turned ! justice league figure best superhero figure come since super power figure 1980s . 're colorful , durable , playable , collectible . javlin 7 ship also nice piece justice league collection . imagine disappointment watchtower . cool look , toy display purpose ! others noted , shaky fall apart slightest touch . designer thinking created flimsy leg heavy toy supported ? also , door fly open quite easily . toy sit shelf figure displayed . small child avoid cost save $ 35 .	0
son love , doe fall apart : son doe love toy play every day since santa brought . ha fallen apart time play ha fallen couple time , small child , would n't recommend it.i attempt glue leg , since biggest problem toy . everything else work great . elevator , noise , gun , etc .	0
another lame mattel product : please n't waste money one . four year old son love justice league think toy pretty great . problem elevator one never worked tower supposed supported three crappily made narrow suction looking thingys . minute son go open one tower side whole damn thing collapse . happens everytime . finally took three support thing put away . gun launcher thingys top also continue fall . luckily son wa purchased sale $ 14 made cheap frustrated son much still feel completely ripped .	0
watchtower total crap ! ! : avoid toy cost . fall apart touched . elevator stopped working almost immediately . total rip .	0
daughter love toy : bought christmas . wa somewhat challanging put together properly , wa quite fun five year old . know play due sound fx .	1
peice junk : put standing leg , fall . friend mine ha one . tried repeatedly get stand , fell slightest touch ! realy fed . wa $ 39.00 !	0
toy made last : toy ha peace fall even puting together kept falling apart leg would stay part tower would stay together . would recomend toy anyone else pay .	0
well acted directed : first half feel predictable tv movie , theperformances good enough ( especially helen mirren ) keep itgoing.and second half , tale collage student mother helperhired help woman angry depression suffering nervousbreakdown get complex unpredictable.the relationship two woman , way damagedsouls play quite moving grown up.strong subtle direction kevin bacon.does take hit top performance kid , otherkey small role , playing type , human .	1
`` world within world '' : `` world within world '' say . probably best cd . absolutly love silverchair , fan since first came `` tomorrow '' . cd prof diverse talented . daniel john ( lead singer ) ha beautiful magestic voice.it definitely make trouble go away listening . soooo great hear bright happy lyric . looking forward hearing much .	1
poor reliability : several monitor . use two-monitor set-up.-the backlight first burned one month warrantee . viewsonic would replace first monitor- fair enough wa warrantee . purchased replacement . came , screen wa blue , color could adjusted . viewsonic sent replacement green screen , , color could adjusted . unable find another va912b , sent different model replace it.-meanwhile , second monitor , va912b burned backlight le six month use.-beware glowing review see monitor may take account poor reliability . choose monitor , sure get extended warrantee ! better yet , favor choose another model manufacturer .	0
returning today .... : bought fry returning today . maybe , mine really bad quality distorted image . 17 '' lcd monitor viewsonic wa replacing ha similar problem . , 19 '' ha problem done viewsonic . going use viewsonic monitor . instead , going try samsung one .	0
dead pixel : 've viewsonic model little year . ha good . losing pixel every week past month . 'm 25-30 pixel . n't product suppose last longer ?	0
sure great product . : thing like display everything , first monitor got bad pixel middle . understand happens , return got another one model . two day later thing happen , two day got one bad pixel . returning one well , exchange time . worth . plus adjust , stay one position .it may happen anything bad pixel , n't want take chance . hassle .	0
great book : 'm big fan sohie kinsella consider one favorite writer , wa excited found book . wa let , may something read like kinsella book . loved , chick lit case sometimes predictable n't care , still fully enjoyed .	1
cocktail , thanks : love sophie kinsella book writing style ... book wa awful . story line wa predictable writing flat unoriginal . make wonder wa truly written kinsella way ghost writer get started 'new ' pen name . n't plan buying anymore madeline wickham book -- stick original kinsella , n't disappointed yet .	0
tell-tale wit ? ! : wa disappointed book ! 'm huge fan sophie kinsella book name sk read many time , wa first book 'd read written name madeleine wickham . thought story wa incredibly boring . humor one remotely witty ! character one-dimensional lovable like female heroine . nothing happened pace wa unbearably slow . plan read book name madeleine wickham woman fabulous writer , n't see regular spark cocktail three .	0
keep em coming ! : classic chick-lit . fun , sexy , juicy , leave wanting book love thing girl . book keep therapy . ; )	1
harlequin romance new age : ok. picked light weekend read , expecting `` war peace '' something fun.this book wa trite 1970s harlequin romance . end first chapter , predicted character development plot twist last page . character horribly stereotypical one-dimenensional . `` nice girl '' , evil vengenful `` psycho-girl '' , `` 've affair married man want permanence life , girl '' , `` torn job v family girl '' .. could go forever ... thing kept reading end wa find prediction panned out.also author us word `` frission '' twice 10 page locked room required read strunk `` element style '' learn write beyond 10 grade level.all waste time author .	0
boring ... : could n't get one . felt story wa lacking dragging . n't get half gave .	0
okay : liked book wa n't one favorite read . ended good book overall .	1
cocktail three : love , love , love ! got `` beach read '' & fell love character . well written slow , boring part .	1
entertaining book : hard first keep character straight wa good book . portrayal working first time mom two different world insightful . couple surprise twist .	1
fun read : n't realize picked title local border sophie kinsella wrote another name - madeleine wickham . pleasant surprise ! fan shopaholic series , found book actually like sophie recent title - undomestic goddess . dialog wa witty , yet believable . found wanting rush protect candice evil heather , comfort roxanne loss , tell maggie everything wa going alright , would adjust motherhood fine . new mom , could totally empathize maggie struggle ! ca n't wait read title madeleine !	1
good summer read : unlike book read far . plot revolves around bar three best friend . good job , articulate know want life . crazy flat-mate , affair superior motherhood corode friendship lives-almost . book true friendship get day life problem big small . good read put .	1
hard read -- format content : book formatted horribly kindle ! never wa word `` pleasure '' spelled one word . `` plea sure '' ? british thing ? many many word mysterious hyphen , word broken syllable `` ci ble '' wa one . doe n't anyone proofread stuff ? spoiler alert : far book , found character flat two-dimensional . maggie drinking bar 9 month pregnancy ? candice despises neighbor ed ha nobody else left life , sleeping ? roxanne homewrecker get home end ? dunno , wa really hard want woman succeed . wa like abfab without humor .	0
rare find - wonderful ! : 've searching book really make laugh , character relate enjoy story keep interested beyond first 30 page . well , found ! `` cocktail three '' english author madeleine wickham completely enchanted . found three main character ( maggie - pregnant one maternity leave / roxanne - dating married man one / candice - trusting anything person need one ) well rounded hilarious . `` cocktail '' go beyond basic `` friend forever '' novel dive real life problem effect decision around you.i found book really unique sparkling touch really dark edgy comedy . great find ! hope others discover secret mine .	1
little disappointing : loved sophie kinsella book . book definitely good shopaholic series . character n't really well-defined , plot meander end . avoid book miss much .	0
hated much returned : huge fan sophie kinsella normally love book name madeline wickham , . book , however , drove nut ! made 1/4 way returned store - luckily n't cracked spine , took back refunded money . book terrible could n't even make past first 1/4 - character horrible , shallow people , plot see-through . clearly , book one sophie earlier work - `` plot '' terrible . n't waste money - n't take chance case crack spine - wo n't able return ! spend money one sophie kinsella novel instead - `` remember '' hysterical great , easy read . `` cocktail 3 '' painful trash .	0
good chick lit ! : wa good , fun light read . much enjoyed . looking forward reading book !	1
skip : three lady make sure meeting mind every month . general theme book smell sex city , wa okay thing go loved show ( plan read book ) . good hope going book . also wa excited far enjoyed shopaholic series , author , different name.sadly book live hope . love sophie kinsella name madeline wickham fall flat . book nearly funny shopaholic series , seems something else missing well . woman book come plain shallow . lovely shopaholic ha issue , also show good human . n't see three cocktail , humble opinion big pas .	0
eby dead ! 12/27/02 : contrary dr. eby claim , jesus return ( eby ) lifetime . false prophet alert	0
encouraging testimony life death experience : fantastic life death experience written physician , whose credential give greater weight testimony . lead miraculous event recounting life experience , bit biography . thoroughly enjoyed book encouraged tremendously recent death son , also proclaimed faith christ god took . enjoyed book much , read twice .	1
inspiring , please n't defend fraudulent claim : went hear dr. eby speak thirty year ago , time wa quite impressed . bought book quickly read , wa deeply inspired.however , remember dr. eby quite confidently claim say jesus told would die jesus returned . remember struck like promise simeon dying seeing messiah ( , jesus wa presented temple shortly birth . ) wa isolated claim ; made several time , including shortly death 2002. basis false claim ( unless believe jesus lied ) , recommend book , matter `` inspiring '' might . dr. eby wa fraud , pure simple , false prophet . say otherwise respect fact .	0
poor condition ? good read ! : saw d. ebby 35 year ago 700 club , wanted book year . wa brought attention another minister gospel recently . saw amazon decided buy , wa inexpensive . page fell apart read book , wa extremely frustrating ? enjoyable encouraging , wa glad bought . going look book better condition , reread give another enjoy .	0
book changed life ! : dr. richard eby ha experienced many miracle life . story life death changed life . fall balcony split head open . rush hospital thinking dead sew head without cleaning wound . god show glimpse heaven . afterwards remember fall . later god let relive fall able tell others experience . year later visiting holy land . enters tomb lazarus everything go dark . god speaks tell showed glimpse heaven , show glimpse hell . story amazing ! saw television show telling story 1979. went bought book . gave desire start reading bible . greatest book !	1
absolutely uplifting book -- incredible story : one better book 've read past year . dr. eby provides biographical review miracle god ha performed life , beginning birth pre-depression era 1980 . heard book radio wa described dr. eby trip heaven clinical death due accident . found wa wonderful collection story god worked miracle throughout entire life , including amazing story brief trip heaven ( describes great detail -- ca n't wait ! ) brief trip hell ( enough description scare salvation right non-believer ) . dr. eby great story teller book easy read enjoy . uplifting `` feel good '' book . great book read kid !	1
greatest play earth ! : wa required read play ninth grade honor english class . wa expecting good read , found excellent read ! shakespeare true genius . witty pun enthralling detail kept grabbing onto every word . true romantic heart , wa touching play . character development ironic plot twist also nice touch . never read shakespeare , read hooked forever .	1
dark fantasy moral : loved book , teach people enemy due consequence . judging people like saying someone dork , jock , etc . could murderous like book killed . realistic fiction .	1
favorite shakespeare : language wrap transport time land like . full love , hate , brutality , loyalty . emotion get tangled mixed together . lends amazing set circumstance . greater love story juliet fair romeo . love story measured one get lost classic story . true classic .	1
advertised : wa product daughter needed school . find book binding rather flimsy doe n't need survive longer course wa n't expensive ca n't complain .	1
wa better movie : well , wa romantic imaginative , totally complicated fantastic analyze , emotional . 'm touched deeply shakespeare .	1
feedback : ordered textbook child high school class . wa pleased receive book within short period time . also , book great shape upon arrival ! felt book received wa accurately described .	1
excellent ! : 15 year old daughter using english/drama study . side-by-side text huge help . information preceding act helpful interesting comprehension question end section .	1
disappointed : bought kindle none modern text translation referred review . disappointed reason purchased book . use printed version review kindle book .	0
great book ! : romeo juliet wonderful read . loved reading every minute . summary explanatory note help understand everything . great book would recommend read introduction shakespeare . going start midsummer night dream . read book ! 'll love every minute !	1
wow .. ca n't believe paid money : book got coffee stain poorest condition . ca n't believe paid 5 dollar crap	0
n't watch book . : wa far worst science fiction novel ever watched . story two lover may seem romantic people , use spaceship alien robot wa unneccesairy . worst part play end charaters joined marty mcfly save universe . thumb sir ! remix wa better .	0
never got . : ca n't review item never made . received email day later saying money would credited back ( wa ) . however , never problem receiving shipment address . seller claimed address wa found . received something different seller 2 day though . sure address tried send , wa one gave . unfortunately find book somewhere else . book great find , however , pleased .	0
great mature sixth grader ! : use romeo juliet unit literature class , mature class sixth grader . therefore , use every year . lesson pronouncing english mean , pick best reader reading , switch daily . also study conflict quite indepth study play . love ! ! end zefferelli version romeo juliet video . dover press edition make affordable buy every student copy make note keep done ! ! !	1
good , footnote much . : version us footnote much . every little unclear word attached footnote . distracting reading take away book . lot word n't need footnoted , guess editor thought people would read would idiot .	1
hate . : terrible book . 'm classic , 're like , n't buy . like , buy .	0
great book .... : book unfortunately doe n't line number next . 'm sure bug kindle , go everybody ha book , line number n't . need read book school would help line number reference . pretty good book !	1
amazing struggling reader : ordered book 9th grade regular student learning romeo juliet . ha shakespeare version one side plain english translation . really helped lower level student get involved learning play instead getting discourage n't understand language . highly recommend product , especially struggling reader .	1
shakespeare : one time another , read shakespeare school english class . wa reason , son needed school . 'm glad wa available . needed kill mokingbird , wa n't available kindle .	0
book make easy understand writing book . : book make much easier understand context book . definition word almost impossible understand . character explainations well . good version student !	1
wrong cover : guess maybe said right change cover , one received wa completely different ! looked like old harlequin romance novel .... also book people reviewing along text daughter didnt like format .	0
new stated : product wa shipped reasonable time , description said wa new annotated highlighted throughout book . wa disappointed since wanted new version book .	0
note left page - get version : 2 version book available amazon . version look identical picture look inside , n't . one doe `` translation '' shakespeare left page , high school student need . want note , get book .	0
romeo & juliet : experienced problem order . book came within estimated delivery date . book matched description given .	1
complex love : seen movie version shakespeare romeo juliet still love book everytime revisit story . every word captivates reader truly feeling passion tragedy two lover . even character tybalt capulet far description go . shakespearian writing much complex confusing ha touch romance anger add emotion story . read classic tragedy !	1
disappointed : bought book based review saying useful interpretation opposite page wa . reality start end directly play . prologue , introduction anything else . review n't correspond item sold .	0
impressed : book doe line number . addition , page n't scene act number . open book , idea play . flip page find closest scene 1 figure act go . book make difficult follow others class would recommend anyone .	0
difficult hear : teacher , would look buying another audio version romeo juliet . using tool get student hear professional actor ask use skill professional actor use ( inflection , emphasis , etc . ) problem difficult hear ... point sit 3 foot away hear time . simply doe work classroom .	0
literary junk food mass : plain simple - shakespeare sold . * r & j * simply sensationalist trash . contains good portion shakespeare worst verse insipid characterization . unchallenging , crude , simply melodrama part . shakespearean equivalent `` party five '' spice girls.the saving grace `` play '' ( call `` b-play ? '' ) beautiful soliloquy mercutio queen mab.the rest absolute garbage.read real play . `` hamlet , '' although dreadfully overplayed , fine work . `` caesar . `` forget shakespeare . fine elizabethan writer forced exist `` bard '' shadow . marlowe lived , would n't even known shakespeare . donne finally recognized genius .	0
romeo juliet , tragic story review : n't liked story cant say lot thing rewrite book , would modern english . old englih one reason n't liked book . another reason predictable story ha 2 theme : romeo juliet love war family . romeo worst character think juliet kissing her.these much reason n't liked story	0
stupid student review gabriel c : romeo juliet story lover meet first sight . biggest problem together family fighting hate since born . started romeo depressed ever day moping around feeling sad time loved rosaline love back . one day romeo cousin told party rosaline would left romeo saw juliet followed house exchanged thought decided get married secretly . come plan pretend juliet wa died get married planned failed ended killing . play wa stupid suck one read point reading play taking time .	0
movie wa better : read book . everybody like always talk great everything . n't think . like , done , right ? ? soooo cliched . omg .	0
signet shakespeare kindle verions : completely honest , examined sample e-text romeo juliet . wa unhelpful sample , giving selection introductory essay shakespeare life times.so scoured review page . none review looked actually e-version book . written variety paper version book , good , bad , ugly . specific used book purchased , others play ( love it/hate ) . none help determine value specific e-version play.bottom line , refuse pay $ 4.99 version ca n't get information . doe look page ? additional annotation beyond essay shakespeare life time ? link act scene ? line number ?	0
doe match picture . : picture item showed line numbered . received , wa numbered . needed class assignment go elsewhere purchase amazon provide .	0
warning teacher trying use classroom : problem using classroom:1. line numbered , student number line homework every scene , else 'll waste lot class time this.2 . paper quality terrible annotating : mechanical pencil lead get caught fiber , ink ballpoint pen spread out.3 . term annotated book , 'll need keep glossary inside front cover little space annotate.4 . prestwick house ha annotated copy line number , plenty space margin , high-quality paper , scene-by-scene glossary back , reader tip reading shakespeare , extra textbook-type help . guess much : 99 cent !	0
basic romeo juliet : high school english teacher looking different version classic text available kindle ( fire ) , review play , rather ebook -- readability , layout , price , features.this 99 cent version basic . ha complete text play , . doe chapter select link either act scene , line number provided . notation explanation . layout doe maintain iambic pentameter poetry , text appears crowded page line break spacing speakers.at 99 cent , version bad ; however , better , equally inexpensive version .	0
book review : shipped promptly ! dauther needed time read english class ! would recommend !	1
r & j-summary ericah : romeo & juliet romance novel . story make heart sink . magnificent couple strong love . wa strong died together . beginning wa crazy enemy want together hard wrong family . ending died together love stronger ever , heartbreaking story , wishing would live happily ever after.i really enjoyed story , although wish could lived together love .	1
n't know : n't know want book yet hahaha read ? thank ? n't know	1
love unrealized : play taught : love survive prejudice , young love powerful raw , one control nature , .	1
great edition ! : love cambridge school series shakespeare play way help along read . doe explain language , explains elizabethan pun point thing would never noticed . recommend book everyone , especially teacher class .	1
best review ever seen : alejandro martin.after reading ` romeo juliet ' , noticed difficult vocabulary shakespeare used . make difficult follow story shakespeare play word even invented expressions.we like character like mercutio , sexual joke language . another character enjoyed wa nurse , fun-loving personality . dirty sexual humor wa unexpected , funny.we found strange prohibited love romeo juliet wa one family wa poor social position , two family fight power . also liked end , romeo juliet died . surprising expect happy end romeo juliet marriage.in conclusion , found story interesting surprising .	1
fine work : romeo juliet first shakespearean play read . thought wa good . n't complicated plot like shakespearean play allegedly . language , course , great . would also recommend buying edition book , old archaic word phrase translated every page ( huge help ) . shakespeare offer good comic relief ( watch several double entendres ) throughout play moderated level lament . play show chaos result people let emotion overcome reason , also result look short term move much `` haste '' . finishing play , realized indeed couple totally reasonable character , 'll leave . look foward reading shakespeare play near future .	1
... magical ... : book shakespere something n't read fun , read slowly savoring moment every word spoken character . reading romeo juliet , would understand tragidy love ... would risk life . shakespere man really define true love .	1
shakespeare best ! : love play . word beautiful , story never fails draw . must admit language hard understand - new folger library way go . love ! make easy understandable u n't say `` wherefore '' . language intimidating get new folger library . getting back play , fantastic , something everyone read .	1
cliche , lack literary value : probably cliche novel ever written . boring well n't even english . fail !	0
gimmie break ! : n't like shakespeare work , tragedy terrible , especially one . ca n't understand language real well , grab one contemporary language 'll easier understand . ca n't understand love tragedy ! thing confuse : * feud really begin ? * ca n't story end happily ever ? * doe lady capulet stuck everybody ? * could n't shakespeare written language could understand ? * doe everybody jump conclusion ? simply ca n't understand people love play much . ridiculous ! want true love story , try reading `` midsummer night dream '' . one absolutely suck ! ! ! ! ! ! ! ! ! ! ! ! !	0
getting old : may one great work humanity , doe n't cut . gender sterotypes nauseating , say least . though required school , book nnot one best read time . maybe disillussioned .	0
didnt understand : bought book hoping could help understand shakespeare word better , didnt . instead look every word dictionary sometimes even online . soon got hectic threw book bought better reliable source .	0
best shakespeare : best tragedy ever written . wish professional audio ! recommend book , everyone .	1
mediocre , middle road collection : sum collection well . put club med , perhaps say something people mind . amount fairly non-offensive collection big-name artist ( kool gang , wes montgomery , roy ayers , sweetback - sade fame ) downtempo . think muzak likely played club med resort sandal resort vacationer find club med still suitable ( somehow ever wa ) . south beach , monaco , cannes sur mer st. tropez discrimnating taste not.i say doe packaging style substance , beyond , far superior product , literally fraction cost . avoid unless absolutely everything else collection far nothing better listen ( doubt ) .	0
must : 're dolly parton fan ( even somewhat fan ) , must collection . disappoint ! !	1
really good overview : always dug dolly parton & double disc set must newbie getting dolly work . good songwriter & vocalist ha always distinctive style . yes long overdue strong box set , collection cover many hit & also pre cross-over run .	1
moxy unleashed : live cd ( 2002 ) , great hit album combined . hard driving rock roll , like always great band come canada . year moxy ha given , keep pressing . ha time master piece '' sail , sail away '' . plus 16 great song . strong singing brian backed best . great justice get cd .	1
thorough , yet tough read : wiley investment classic generally fall two category , tough dreary read full information , lively entertaining account also educate . unfortunately , mr. bagehot mr. bernstein text former . book doe outstanding job promoting importance strong central banking system importance strict credit control combating financial crisis . however , doe amidst extremely repetitive somewhat painful language . author provide outstanding quantitative anecdotal evidence supporting case , way make book true labor read.this book would beneficial anyone research , working kind central banking organization . otherwise , would suggest looking wiley investment classic interesting educational read finance .	0
copy shop edition : star edition , book.the april 30 , 2011 edition createspace ( probably actually copy shop ) doe look like book . look like leaflet jehova witness . flimsy , weird large format , information publisher , date publishing etc . aesthetic sensibility get different edition classic book.this type product either come warning `` real book '' sold amazon .	0
binge : british light music : never ordered , wa sent mistake returned upon receipt without even opening n't know .	0
really , movie like sold anyone ? : blatant ripoff predator even good one . ha feel movie made someone backyard . feel bad sorbo woodbine . career , 're homemade movie garcia kid street .	0
massivie waste time : far , waste time ever spent movie let lone money.a horrible try predator complete failure . even put letter dog tag , pitaful.do waste money did.sorbo shape , compltey , show senre mutible time , ever ha jungle incest , sorbo wa .	0
would rather watch grass grow : seen many many movie life one take cake biggest waste time , terrible film ever seen . honestly , think someone actually made movie make believe anyone make movie . everything movie bad make want vomit .	0
kevin sorbo : good movie . made low budget yet great location , story flow easily . 've seen movie like , still pleasure watch talented handsome strong actor kevin sorbo military leader searching scary soldier ... indeed , fun movie !	1
, cheap rip predator . missing thing . say : `` guy ca n't fix , hell one . '' group scientist go missing , army hire elite covert team led tyler ( sorbo ) go investigate rescue . get site discover something never could imagined . really much say movie . best way explain scy/fy channel version `` predator '' . missing effect , action , cool bad guy acting , lot like `` predator '' . huge predator sci-fi fan would probebly like , otherwise go ahead aviod anyone want watch . give d.would watch ? - way ! getting store . * also try - predator	0
curmudgeon review : ok , military soldier short hair cut , sorbo . first air-boat scene , air boat wa overloaded , could barely move . script wa poor , wanted vomit . soldier take look corpse 2 foot say head ha drilled brain sucked , making better kay scarpatta . really !	0
pound booty 20 min ..... : wa predator remake ... terrible one ! movie sucked . pay close attention say , weapon ( change constintantly hand ) .. bad , one male soldier asks another male soldier postpartum depression ( depression happen woman baby ) start question thing . one point , soldier complete serious face , trying act cool . said `` really need stop smoking thing , used punish booty 2 hr . last 20 min '' . wa completely serious ! terrible ... blood wa bad someone got shot head , looked like spray red paint wa shot back head.i tried rate 0 star , site allow .	0
15 minute cable access style bio : want low-tech , outdated , poorly produced micro-biography ralph ellison run 15 minute ( right -- ignore time posted certainly n't 30 ) , may looking .	0
protect bed mattress cover : purchase protect-a-bed mattress cover mattress store , salesman said wash twice prior use . say dry towel sheet . supposed waterproof , one cat proved , contacted company , asked dried medium towel bedding , said , one told anywhere package doe state need protected dryer . company sent another cover , time low setting mostly air fluff towel sheet wa scorched 3 place . scorched medium low heat , dryer electric hot gas . 'm getting $ 90 back wa charged mattress company . worth money ca n't dry ha cheap plastic backing .	0
fabulous : bought pillow cover mattress cover great . wash dry well exactly job ..... protecting pillow mattress .	1
bad cutting way big : definitely cutting shown model . ordered size suggested manufacturer site size 6. way big . exchanged size s. 36 '' breast 26 '' waist still way big.the cutting bad well . giant piece flat cloth n't shape cup . thus tie back , weird surplus fabric underneath boob . ill fitting .	0
doe n't fit well/hard take : decided return outfit time try pin polka dot underskirt make look like model costume . underskirt hang 2-3 inch top layer making outfit look frumpy . underskirt sewn onto black fabric tucked around waist , doe n't stay ( make waist look bunchy ) .the lace cute pain tighten get outfit mold body ( reference , bought x-small since 'm 5 ' 4 '' , weigh 104 lb ) . also , outfit extremely hard take , make romantic night rather difficult . plus , n't want put bra cup give curve top . cut top made look flat ( 34b ) . think would work well busty girls.the material costume quality expected type thing . overall wa cute -- look much better model .	0
cut well : costume poorly cut . area bust/underarms bunch wo n't lay flat . average build -- flat , busty ( 35 b/c ) . ordered x . waist fit , bust area wa tight dug underarms .	0
hmm ... : bought costume hope wearing halloween ( last year ) . even separately purchased duster ( using really dust thing ) . uhh ... tried ( got x-small ) big ... net piece ( part dress dot ) go way almost knee . make awkward sexy all- weird tried tucking net part undies hold , becomes supper puffy- look weird . never wore still brand new sitting closet somewhere.maybe body- sure , material n't great either compared picture . def . doe look anything close model look it.sorry- wa good buy . model sure look good .	0
cheap : wa gift , fabric wa cheap n't look great last well . however wa fun , got compliment night .	0
cheap quality : described , material cheap looking doe feel soft skin . wa dissapointed quality packaging .	0
earring case : unable use . compartment tiny deep reach get earring - n't unusually large finger .	0
wish could order item : could really use item wo n't order order color want ; guess 'll look elsewhere ..... sorry , company seems losing lot sale 'let u choose ' policy .	0
choice color ? ? ? : simple . n't get choose color want , n't buy . company run idiot ? ?	0
another lost sale : wa ready buy product , ca n't get color choose . guess company doe n't want put customer first !	0
color doe matter : like others , buy item unless chose color . course color matter . company must understand customer like choice .	0
color choice , buy : want specific color , random one . thanks review , wo n't buying one either !	0
color selection . : find frustrating able choose color ! practice wa changed , might order product !	0
locking earring case : want buy product , want black ..... allow choose color 'm paying .	0
folk ... offer various color picture item , offer color choice sale ! : ok ... ditto comment . searched day blue jewelry earring / ring box 87 yr. old mom christmas . set order , see ca n't choose color . big waste time effort . wa wa looking color choice . dumb !	0
poor option : would someone pay ? let customer choose color product want purchase !	0
water proof : n't waste money buying tent . went week-long camping trip , second night , rain storm . rained tent . rain fly nothing , water wa dripping ceiling , side . wa dissapointed , mention soaking wet . plan returning asap .	0
hands-down yello finest album : 've yello fan since solid pleasure release 've experience best ( one second , claro que si ) worst ( zebra ) group ha offer . one second pinnacle work one all-time favorite album ever.even though album getting year , sound rhythyms remains timeless ... dark tenebrous well hypnotic majestic . `` santiago '' find ( keep ) groove groove , `` moon ice '' drip atmosphere , `` call love '' sport excellent guitar hook . even repeat track `` oh yeah '' ( previously stella ) , fit entire composition.this album sheer genius belongs music lover collection .	1
album divine : album best yello earliest album . favourite song si senor hairy grill , call love also good well goldrush , dr van steiner , rythm divine l'hotel . hav n't quite get used song ( often yello song ) . buy album !	1
unevenly fantastic : album ha fascinating , bizarre sound point song flat boring . si senor hairy grill masterpiece bunch organ biuldup amazing crescendo screaming guitar ( screaming ? ) . dr. van steiner , goldrush , latin~tinged la habanera , lesser extent , oh yeah , fine , incredibly inventive tune . shirley bassey great rhythm devine , rest tad blah . still worth greatness , wa must buy used 80 really missed . jamming si senor wa worth .	1
one second , forever : great tune dripping latin beat melody smooth syncopation . one track could easily appeared 007 flick.slick production sound make great party music ; dancing sitting ! `` oh yeah '' always turn ear without accompaning movie .......	1
one innovative cd time . : take time listen sample [ .... ] album , get . get way . music beyond innovative . sound remain timeles . going party get cd . friend love . personaly thousand cd far one important one . listen . assure , disappointed .	1
hypnotic sound abound great yello cd : one favourite yello album . inventive , amusing , creative fun listen . song moody atmospheric , others upbeat . better older yello opinion good place start new sound .	1
book review : book doe up-to-date photography good enough general sentiment prose nice . gracefully combine science wonder make lovely combination . 26 year ago wa pregant still recommend .	1
know happening inside : pregnancy long wait . book help lot giving month month accounting happening development baby , word awesome photos.highly recommend new mom-to-be .	1
1962 version bothered : several fetal development book , one one could n't stand keep . tore best picture threw rest book away . 1962 version , ca n't speak edition . explains book picture sequence documenting development movement baby born early , early 6th week . n't believe aborted purpose anything , could n't stand see touched hair see move ... seems cruel . sort thing want see 'm expecting ! author book , beginning life much , much better . ha better picture sensitive well-being pictured fetus .	0
great book - must every pregnant woman ! : book looked every week wa pregnant , granddaughter using ! awesome !	1
give good review first however , promised deliver money back . : would like seen book bought . never would bought condition found .	0
bit disappointed : nice picture helpful information wa abit disappointed book general . wa short ( 92 page large text ) , color picture n't seem like helpful book first time mother . book wa first published 1962 update 1982 'm sure quite new discovery would quite informative first time mother since . felt like wa reading high school biology book . ok wa 'd recommend .	0
another masterwork : jerry goldsmith created soundscapes sometimes surpassed film written evoking emotion revealing character . logan run , goldsmith came one brilliant creation . open stark , electronic sound , effectively mirroring cold future society depicted film . logan break domed city natural world doe goldsmith allow full orchestra come , warming music logan worldview expands . release finally capture full range power score pristine sound . , heck , even like love theme tacked end ...	1
logan run-limited edition : 've always fan film score , 've wanted one cd long time . got lp version film wa first released & still . make cd special fact alternate selection included part original cd release , release wa limited 3,000 copy . 've enjoying much !	1
wonderful soundtrack : soundtrack amazing . nice music jerry goldsmith . hard find cd . one best soundtrack ever made . find buy .	1
informative entertaining read : fact book wa written year li death , information wa fresh probably quite accurate . wish book ha lot photo . enjoyed reading .	1
lacking : book lack depth seems promise . illustration lacking . enough meat help anyone special need learner . would suggest look elsewhere . wa greatly disappointed since majority work jensen wonderful .	0
buy class -- informative : chapter set like pamplet bulleted information . doe n't seem appropriate college class . written like middle school textbook , doe n't offer information layman already know .	0
old : written 1970 really old apply today lifestyle trend fry cookery doe classic . glad bought used-but shipping wa price !	0
invaluable : chapter `` genuine encounter '' `` i-messages '' worth reading . although book old , message fresh today . see parent every day enjoy child ; book encourages appreciate child every day - great gift .	1
